date_time,call_iv_score,put_iv_score,average_iv_score,Close
2024-02-08 09:30:00,0.1409892758816811,0.1520908250877009,0.146540050484691,21999.05
2024-02-08 09:31:00,0.1418171310751056,0.1513444420945703,0.146580786584838,21996.55
2024-02-08 09:32:00,0.1415826136181902,0.1504431998460091,0.1460129067320997,21987.4
2024-02-08 09:33:00,0.1415890178074626,0.1510526449245026,0.1463208313659826,21987.9
2024-02-08 09:34:00,0.1412087679683603,0.1515469559629958,0.146377861965678,21988.55
2024-02-08 09:35:00,0.1410221428007213,0.1515453968848944,0.1462837698428079,21985.8
2024-02-08 09:36:00,0.141259899531034,0.1515280654991154,0.1463939825150747,21988.55
2024-02-08 09:37:00,0.1405737136109597,0.1509092847633081,0.1457414991871339,21983.3
2024-02-08 09:38:00,0.1408592884035945,0.1500182416017189,0.1454387650026567,21981.5
2024-02-08 09:39:00,0.1416367035456321,0.1497147298206066,0.1456757166831194,21972.6
2024-02-08 09:40:00,0.1408059873434083,0.1509683724409774,0.1458871798921929,21978.35
2024-02-08 09:41:00,0.1414042943577451,0.1508329083741027,0.1461186013659239,21972.25
2024-02-08 09:42:00,0.1421901441282869,0.149761170835355,0.145975657481821,21964.15
2024-02-08 09:43:00,0.1422635003466728,0.1507198004055409,0.1464916503761068,21969.55
2024-02-08 09:44:00,0.1410711886548572,0.1504849160184691,0.1457780523366632,21976.05
2024-02-08 09:45:00,0.1413186413881741,0.1517828600459218,0.1465507507170479,21968.05
2024-02-08 09:46:00,0.1417448802669915,0.1521126831468722,0.1469287817069318,21961.3
2024-02-08 09:47:00,0.1413663194681954,0.1519448958343768,0.1466556076512861,21967.05
2024-02-08 09:48:00,0.1410454774867952,0.1524868426648108,0.146766160075803,21968.1
2024-02-08 09:49:00,0.1405889594872154,0.1516660491280396,0.1461275043076275,21962.55
2024-02-08 09:50:00,0.1411419533545158,0.1519169287499392,0.1465294410522275,21958.25
2024-02-08 09:51:00,0.1426556942274274,0.151056377555128,0.1468560358912777,21951.7
2024-02-08 09:52:00,0.1422425393234191,0.1510063177569856,0.1466244285402024,21956.95
2024-02-08 09:53:00,0.1413313156752904,0.1511380705616423,0.1462346931184663,21966.4
2024-02-08 09:54:00,0.1423388379504132,0.1516359306366534,0.1469873842935333,21960.1
2024-02-08 09:55:00,0.1427105374693434,0.1514700746072868,0.1470903060383151,21956.1
2024-02-08 09:56:00,0.1412017187064894,0.1521661661296377,0.1466839424180635,21965.8
2024-02-08 09:57:00,0.140960653518601,0.1524079040841991,0.1466842788014001,21967.5
2024-02-08 09:58:00,0.1400576918831502,0.1515748973569601,0.1458162946200552,21976.6
2024-02-08 09:59:00,0.1412043133551621,0.1498195856356752,0.1455119494954187,21964.75
2024-02-08 10:00:00,0.1403249942225253,0.1517255746543214,0.1460252844384234,21975.65
2024-02-08 10:01:00,0.1395654832407114,0.1512647909445305,0.145415137092621,21969.5
2024-02-08 10:02:00,0.1400889413059204,0.1504221034879458,0.1452555223969331,21967.6
2024-02-08 10:03:00,0.1402564983753283,0.1500691910686792,0.1451628447220037,21971.35
2024-02-08 10:04:00,0.1382164290145859,0.1506376333062068,0.1444270311603963,21994.65
2024-02-08 10:05:00,0.1394732084555126,0.1495937745714267,0.1445334915134696,21970.65
2024-02-08 10:06:00,0.1381795863371903,0.147855933412479,0.1430177598748347,21973.05
2024-02-08 10:07:00,0.13761771470042,0.1475888978732469,0.1426033062868335,21969.25
2024-02-08 10:08:00,0.1375549717616331,0.1456383608917343,0.1415966663266837,21954.25
2024-02-08 10:09:00,0.1401870590037012,0.1456242196557367,0.142905639329719,21931.0
2024-02-08 10:10:00,0.1396774175757263,0.1451613406645664,0.1424193791201463,21925.75
2024-02-08 10:11:00,0.1394530550080517,0.1452997553299014,0.1423764051689766,21923.15
2024-02-08 10:12:00,0.1387549747071234,0.1468120051282696,0.1427834899176965,21924.05
2024-02-08 10:13:00,0.139155119354793,0.1468117228340431,0.1429834210944181,21925.25
2024-02-08 10:14:00,0.1376575248051761,0.146867907641202,0.1422627162231891,21937.85
2024-02-08 10:15:00,0.1406055983557182,0.1465768151334019,0.14359120674456,21896.25
2024-02-08 10:16:00,0.1409439479609943,0.1447150273267629,0.1428294876438786,21887.6
2024-02-08 10:17:00,0.1401530078879413,0.1442316568801337,0.1421923323840375,21898.55
2024-02-08 10:18:00,0.1401820603744904,0.1464407381454156,0.143311399259953,21893.4
2024-02-08 10:19:00,0.1390192803758676,0.1458466339361181,0.1424329571559929,21907.95
2024-02-08 10:20:00,0.1384356943596983,0.1471511698849021,0.1427934321223002,21912.7
2024-02-08 10:21:00,0.1397913119020237,0.1460900766891791,0.1429406942956014,21900.7
2024-02-08 10:22:00,0.1385056687794028,0.1469036949188045,0.1427046818491036,21914.05
2024-02-08 10:23:00,0.1379649430205146,0.1473344253235844,0.1426496841720495,21915.75
2024-02-08 10:24:00,0.1378982822534185,0.1459020050544683,0.1419001436539434,21920.05
2024-02-08 10:25:00,0.1371800440414271,0.1452881946034981,0.1412341193224626,21923.75
2024-02-08 10:26:00,0.1353704095010152,0.1461604677360948,0.140765438618555,21946.15
