date_time,call_iv_score,put_iv_score,average_iv_score,Close
2024-02-09 09:16:00,0.152423108221908,0.1649883737097308,0.1587057409658194,21699.8
2024-02-09 09:17:00,0.1567892488865998,0.1665938131204539,0.1616915310035269,21671.75
2024-02-09 09:18:00,0.1566780684950809,0.1648326276582024,0.1607553480766416,21676.35
2024-02-09 09:19:00,0.1564164883467735,0.1621322143877638,0.1592743513672686,21681.4
2024-02-09 09:20:00,0.1555193889558415,0.161545207342458,0.1585322981491498,21683.15
2024-02-09 09:21:00,0.1498914053680117,0.1636722919020808,0.1567818486350463,21748.45
2024-02-09 09:22:00,0.1515099892073097,0.1641646433423573,0.1578373162748335,21741.35
2024-02-09 09:23:00,0.1512721921761571,0.1648746195709298,0.1580734058735434,21755.8
2024-02-09 09:24:00,0.1508070287444263,0.1652803837578629,0.1580437062511446,21757.0
2024-02-09 09:25:00,0.1505437084488721,0.16622112645832,0.158382417453596,21747.0
2024-02-09 09:26:00,0.1498302369205685,0.166011570477446,0.1579209036990072,21745.9
2024-02-09 09:27:00,0.1500062512926013,0.1645083678485683,0.1572573095705848,21743.95
2024-02-09 09:28:00,0.1501909382969624,0.1646384853585659,0.1574147118277641,21773.1
2024-02-09 09:29:00,0.1510913430418995,0.1648845657331235,0.1579879543875115,21770.1
2024-02-09 09:30:00,0.1493800003461179,0.1643943005822566,0.1568871504641872,21757.95
2024-02-09 09:31:00,0.1490847205793292,0.1629982471445517,0.1560414838619405,21756.65
2024-02-09 09:32:00,0.1477245293826102,0.1645622666689096,0.1561433980257599,21756.15
2024-02-09 09:33:00,0.1478524082826629,0.1638011446427009,0.1558267764626819,21758.65
2024-02-09 09:34:00,0.1474676844777283,0.1638430833713139,0.1556553839245211,21760.0
2024-02-09 09:35:00,0.1475827270008755,0.1626924140653159,0.1551375705330957,21777.55
2024-02-09 09:36:00,0.1476546884086189,0.1630983361522903,0.1553765122804546,21775.65
2024-02-09 09:37:00,0.148523611848807,0.1637654079219125,0.1561445098853598,21746.25
2024-02-09 09:38:00,0.149853224795824,0.1635794764916046,0.1567163506437143,21744.1
2024-02-09 09:39:00,0.1507139911545738,0.1619505947895932,0.1563322929720835,21735.9
2024-02-09 09:40:00,0.1520556502570562,0.1639269834200476,0.1579913168385519,21721.85
2024-02-09 09:41:00,0.1540918238210673,0.1650394931937792,0.1595656585074232,21711.75
2024-02-09 09:42:00,0.1524792115681805,0.1643191441117652,0.1583991778399729,21725.0
2024-02-09 09:43:00,0.1518124792802663,0.164216518071678,0.1580144986759722,21733.15
2024-02-09 09:44:00,0.1493856307641738,0.1632132310989493,0.1562994309315615,21744.15
2024-02-09 09:45:00,0.1499942702133092,0.1626796653097755,0.1563369677615423,21735.4
2024-02-09 09:46:00,0.148532650668817,0.1634817112472607,0.1560071809580389,21736.4
2024-02-09 09:47:00,0.1493772663600711,0.1626406277859614,0.1560089470730162,21731.15
2024-02-09 09:48:00,0.1488740455865757,0.164494071415752,0.1566840585011639,21728.05
2024-02-09 09:49:00,0.1517067630111523,0.1647102610050391,0.1582085120080957,21710.65
2024-02-09 09:50:00,0.1525220950144595,0.1648712017492397,0.1586966483818496,21704.45
2024-02-09 09:51:00,0.1524670034516518,0.165933080721959,0.1592000420868054,21697.05
2024-02-09 09:52:00,0.1511027423102249,0.1674200164087791,0.159261379359502,21702.9
2024-02-09 09:53:00,0.1532183996850205,0.168178436002674,0.1606984178438473,21682.5
2024-02-09 09:54:00,0.1529774509766379,0.1705073945125554,0.1617424227445967,21677.0
2024-02-09 09:55:00,0.1541822196198098,0.1672729228206461,0.1607275712202279,21682.65
2024-02-09 09:56:00,0.1536663322087461,0.1697279997142515,0.1616971659614988,21682.8
2024-02-09 09:57:00,0.152821615773613,0.1701779666381132,0.1614997912058631,21685.85
2024-02-09 09:58:00,0.1525912613833489,0.1702506119930637,0.1614209366882063,21683.05
2024-02-09 09:59:00,0.151508694984359,0.1708673976581244,0.1611880463212417,21678.25
2024-02-09 10:00:00,0.1522581947699353,0.1752119290432972,0.1637350619066163,21664.3
2024-02-09 10:01:00,0.1541503654462917,0.1786405017103837,0.1663954335783377,21665.95
